transaction_info,merchant_name,Category,Predicted_Category
TOPS AT RINK STREET      GQEBERHA    EZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
KwikSpar Rink Street    Eastern CapeECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WALTONS VIN             UN          ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MOTUPA BAR LOUNGE 8988  MODJADJI    LPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
STEERS TZANEEN          TZANEEN     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PEREGRINE FARM ST26542  GRABOUW     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHELL GARAGE IN BLUFF   Bluff       ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MOCHACHOS & BACINI'S K OPRETORIA    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Baby City Umhlanga      KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Sunford Liquors         Phoenix     KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CASH CONVERTERS GIFT A  Menlo Park  ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SERINGA CAFE            Vaalwater   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MOOSAS DISCOUNT WAREHO  PIETERMARITZZNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Tarita              PietermaritsNLZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Tops Courtside          Mpumalanga  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SIDESTEP GROBLER        Tshwane     ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CCN*Madiba Tuck S160    Malamulele  LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
XIGALO CALTEX            MALAMULELE  GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
VODACOM SHOP AND REPAI  MPUMALANGA  MPZA,GiftCentral Card Issuer (POS),Technology,Technology
MrPriceH Woodmead       GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DJ CALTEX C-STORE       Polokwane   ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CALTEX DJ               Polokwane   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PnP Crp Middelburg Mal  Middelburg  MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KwikSpar Southend       Eastern CapeECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MTN GREENACRES S/C       PORT ELIZABTEZA,GiftCentral Card Issuer (POS),Technology,Technology
TUKSSPORT ENTERPRISES    HATFIELD    GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
RABIRA TRADING          PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MUGG AND BEAN           BloemfonteinZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
IKH*AKG Fresh Produce   ISIPINGO    KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ENGEN JAMADARS PETRO S  Isipingo    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LOTUS FR10000000156303  Isipingo    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BAY LEAF RESTAURANT      PRETORAI   gpZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MCD Protea Glen (0317)  Protea Glen GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KG MASH HOLDINGS PTY L  Protea Glen ZAZA,GiftCentral Card Issuer (POS),Banking,Banking
KAROO DIENSSTASIE F/C    DE AAR      BZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SASOL DERDEPOORT FC     PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DEBONAIRS WELKOM        WELKOM      FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MIMMOS GATEWAY          UMHLANGA    KNZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
PEDROS GATEWAY          Umhlanga RocZAZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
TYRES 2 GO - DUNLOPE Z OCONGELLA    KNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
VAN HEERDEN APTEEK SAB  Sabie       ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BT GAMES BAYWEST - NEW  HUNTERS RETRECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WOOLWORTHS              PRELLERSQR  GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MrPrice Northridge Mal  CPT         WPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SuperSpar Silverton     Gauteng NortGNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
TICKETPROS              SAXONWOLD   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Miladys Tzaneen Lifest  LP          LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
IMM LIQUOR RESTAURANT   BOLOBEDU SOUNPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MTN STORE FOURWAYS MAL  LFOURWAYS    WZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
LIQUOR LEGENDS SPRINGS  SPRINGS     GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MRP HOME GREENPOINT     WC          WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
OXFORD FRESHMARKE73429  Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Crowthorne Spa  Sandton     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
AE Moorton              C-Store     KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP 8682 Mthatha        EC          ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MEDIRITE BARTLETT 5629  7BOKSBURG    WZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
ULTRA LIQUORS CRESTA -  GAUTENG     GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Foschini Centurion      JHB         GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Chelino Baby Fourways   Four Ways   ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CARDIES ROSEBANK MALL   JohannesburgZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SuperSpar Westwood      Gauteng SoutGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ESKORT EAST RAND VALUE  Boksburg    ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CAPTAIN DOREGOS  12095  THREE RIVERSGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KGOBOKANANG SHOP        Makhado     ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
JOHN DORY`S -GHC        PietermaritzZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
THERONS GARAGE.         BELLVILLE   WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
IKH*Village Ann Tavern  JOHANNESBURGKZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BAHOO SUPERMARKET3      Vereeniging GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
GOLFWAGEN RANDPARK RID  GJOHANNESBUR GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC PROTEA GLEN         TSHWANE     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
WOOLWORTHS              ADDERLEY    WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
STAR SPARES             TZANEEN     LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MOUNTAIN VIEW FARM2963  DURBANVILLE WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
FLM Mega City           Limpopo     LMZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Nandos Northdale 2      KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
M & B WOODMEAD *        WOODMEAD    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BP J & M Diensstasie    JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Finny Flipper           Berea       EcZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SKY CELLULAR            Germiston   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Nandos Ruimsig          Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP Crp Hilton Avenues  Hilton      KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SHELL DOS SANTOS        UN          MPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SuperSpar Euro          Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP 6219 Katlehong      GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *Legends of Art  Centurion   GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Tops Charlies           KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SAUSAGE SALOON FOURWAY  Four Ways   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
RAGE MP3 MAPONYA MALL   Pimville ExtZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Tops Boksburg           Gauteng NortGNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
TILE IT BERGVILLE *     BERGVILLE   KNZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PNA MALL OF AFRICA- CK  MIDRAND     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
WEBBERS MAPONYA          SOWETO      GZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SORBET BELVEDERE PARK   CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PHELANG CROSSING PHARM  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
Markham Southgate       JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LIQUOR CITY TOWERS      UN          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SASOL EASTRAND MALL     Boksburg    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
D-MED PHARMACY          PHOENIX     KNZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
PnP Fam Liquor Phoenix  Phoenix     KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
K AND H FABRICS         EASTLONDON  ECZA,GiftCentral Card Issuer (POS),Banking,Banking
TEKKIE TOWN BEACON BAY  .EAST LONDON EZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ENGEN VAN DER WATT FAM  Doornpoort  ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DERDE PARK LIQUOR11482  DERDEPOORT  GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
GRK RIVONIA             JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KUNG FU KITCHEN OAKDEN EOAKDENE     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
V068-EDG HEIDELBERG SB   Heidelberg GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
FISH AWAYS              JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
HPY*DIGI ELECTRONICS 3  Boksburg    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Lovisa W51000002203619  Rustenburg    ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
NANDOS ALBERTON DRIVE   ALBERTON    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
WIMPY                   POLOKWANE   NPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SuperSpar Kalahari 2    Western CapeWCZA,GiftCentral Card Issuer (POS),Banking,Banking
OLD KHAKI ILANGA - DES  NELSPRUIT   MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
H&M Ilanga Mall         Mpumalanga  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite SCF Carletonv  SB018598    NWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SHELL ORLANDO GARAGE    Orlando     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
VODACOM*BIG MAMA'S LOU  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Technology,Technology
Meat 2 Oceans           Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
WIMPY BLUFF              BLUFF       NZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
XPRESSO BLUFF           Bluff       ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
T Sandton City          Sandton CityGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BEX EAST LONDON         East London ECZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OK LIQOUR CAMBRIDGE     EAST LONDON ECZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MILLENNIUM HARD         CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Jabus tarven    JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ARROW CREEK SPUR MAHIF EMAHIKENG    NWZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Checkers Kathu          SB052798    NCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TOTAL KOMTIEKIE         Vryburg     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Clt Queenswood      Queenswood  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PANAROTTIS ILANGA MALL  Nelspruit   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KFC HEBR10000000143657  Soshanguve  ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
AE Beacon Bay Motors    Forecourt   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Famous K00000000359573  Cape Town     ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Incredible Connection   The Galeria KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
GZ Adven51000002213102  Gauteng    G  ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MOPANI PHARMACY RIVERS INELSPRUIT   MPZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
ENGEN RIVERSIDE         Nelspruit   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP 4280 Mthatha        EC          ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PANAROTTIS MONTANA      MONTANA     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MTN VANDERBIJLPARK - N  VANDERBIJILPGPZA,GiftCentral Card Issuer (POS),Technology,Technology
CHICKEN 10000000162242  PotchefstrooZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Phase 8 Pub     Port ElizabeECZA,GiftCentral Card Issuer (POS),Transportation,Transportation
SHELL KAMMA RIDGE MOTO  Port ElizabeZAZA,GiftCentral Card Issuer (POS),Transportation,Transportation
ARISTOCATS              PORT ELIZABEECZA,GiftCentral Card Issuer (POS),Transportation,Transportation
Yoco   *Kwelera Ski bo  Kwelera     ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MTN CRESTA              JohannesburgZAZA,GiftCentral Card Issuer (POS),Technology,Technology
S2S*Abrame shop         Upington    NCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Sportscene Canal Walk   WC          WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
SASOL PINEHAVEN         Krugersdorp ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Ackermans Canal Walk    WC          WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MRP CANAL WALK          WC          WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Pro Cut 51000002208972  Cape Town     ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SOUTH ROAD SERVICE ST   BOMBAY HEIGHKNZA,GiftCentral Card Issuer (POS),Transportation,Transportation
PARKLANDS PROPER FC     TABLE VIEW  WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OBC WONDERPARK          Karenpark ExZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ADIDAS WOODMEAD         PRETORIUS PAGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
EMPERORS PALACE BAN     UN          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BLU BLOOD               Eldoglen    ZAZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
CALTEX HEIDELBERG       HEIDELBERG  ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ROOTS THAVHANI MALL _U  THAVHANI    LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
FRANGEROS PORTUGUESE C  Phoenix     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC MB Mabopane North   Gauteng     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*Chettys Tuckshop    Phoenix     NLZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Game changers   Boksburg    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Furniture Liquidation   Denver      GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MCD Nelspruit Cr (0457  Nelspruit   MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PLAZA LIQUORS    10180  KEMPTON PARKGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
USave Noord Street      SB036152    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SHELL  BATHO PHELE      Alberton    ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CAPE UNION MART MIDLAN  PIETERMARITZKZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *The Steaming B  Amanzimtoti KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
EMAM BUX MEAT CLOVER M  Durban      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
LAUDIUM DEBONAIRS       Laudium     ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Shoprite Kroonstad      SB055487    FSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SIMPLY ASIA GATEWAY     UMHLANGA    KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Formula K       Benoni      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ESKORT SECUNDA          Secunda     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CHINA CASH AND CARRY    SECUNDA     GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CRAZY STORE J2 HILLCRE  SHILLCREST KNWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *SELECTION STYL  Midrand     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
